"114年03月27日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣友善環境50報酬指數","6,450.52","-","95.54","-1.46","",
"特選臺灣IC設計產業代表報酬指數","6,790.53","-","119.10","-1.72","",
"特選臺灣綠能報酬指數","5,672.11","-","77.70","-1.35","",
"特選臺灣智慧50報酬指數","6,058.39","-","78.02","-1.27","",
"臺灣晶圓製造報酬指數","6,774.01","-","112.98","-1.64","",
"臺灣精選高息報酬指數","7,680.35","-","32.13","-0.42","",
"臺灣多因子優選高股息30報酬指數","10,221.55","-","31.24","-0.30","",
"特選臺灣優利高填息30報酬指數","9,210.82","-","45.25","-0.49","",
"特選臺灣科技優息報酬指數","9,874.60","-","51.66","-0.52","",
"臺灣半導體收益報酬指數","7,428.36","-","110.68","-1.47","",
"臺灣優選成長高股息報酬指數","8,362.49","-","49.19","-0.58","",
"特選臺灣ESG低碳高息40報酬指數","9,112.68","-","40.74","-0.45","",
"臺灣優選多因子30報酬指數","9,329.14","-","18.45","-0.20","",
"臺灣創新科技50報酬指數","7,857.35","-","148.86","-1.86","",
"臺灣全市場新經濟產業報酬指數","5,051.75","-","21.63","-0.43","",
"臺灣ESG永續高股息等權重報酬指數","6,711.16","-","38.67","-0.57","",
"臺灣永續高息中小型報酬指數","6,007.57","-","25.39","-0.42","",
"特選臺灣高息優質成長報酬指數","6,443.89","-","33.07","-0.51","",
"特選臺灣高息動能報酬指數","6,921.88","-","14.79","-0.21","",
"臺灣電子成長高息等權重報酬指數","6,166.00","-","44.19","-0.71","",
"特選臺灣優利成長報酬指數","5,293.31","-","29.23","-0.55","",
"臺灣價值高息報酬指數","5,845.76","-","36.03","-0.61","",
"特選臺灣IC設計動能報酬指數","4,898.18","-","80.29","-1.61","",
"臺灣科技高股息報酬指數","5,614.18","-","22.75","-0.40","",
"臺灣趨勢動能高股息報酬指數","6,175.77","-","7.09","-0.11","",
"特選臺灣科技高息成長報酬指數","5,676.03","-","34.49","-0.60","",
"特選臺灣AI優息動能報酬指數","4,917.26","-","72.05","-1.44","",
"臺灣優選AI 50報酬指數","4,899.01","-","79.62","-1.60","",
"臺灣AI供應鏈聯盟報酬指數","5,271.85","-","90.65","-1.69","",
"台灣旗艦動能50報酬指數","5,338.79","-","37.10","-0.69","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","14,596.66","-","126.23","-0.86","",
"藍籌30報酬指數","14,785.35","-","202.31","-1.35","",
"工業菁英30報酬指數","15,200.54","-","176.58","-1.15","",
"低波動股利精選30報酬指數","12,287.82","+","47.83","0.39","",
"中小型A級動能50報酬指數","26,900.67","-","393.08","-1.44","",
"特選高息低波報酬指數","15,951.80","+","26.11","0.16","",
"臺灣永續報酬指數","15,854.95","-","215.45","-1.34","",
"價值投資報酬指數","11,488.19","-","0.35","--","",
"存股雙十等權重報酬指數","13,918.91","-","102.86","-0.73","",
"特選大蘋果報酬指數","13,719.51","-","258.10","-1.85","",
"中小型300報酬指數","14,252.17","-","109.68","-0.76","",
"臺灣500報酬指數","13,875.43","-","168.58","-1.20","",
"臺灣勞工權益報酬指數","13,204.85","-","110.01","-0.83","",
"微波高息精選20報酬指數","11,414.87","+","48.88","0.43","",
"特選世代行動通訊報酬指數","11,872.17","-","26.36","-0.22","",
"智慧投資多因子30報酬指數","10,184.16","+","22.10","0.22","",
"特選大蘋果報酬正向兩倍指數","33,940.34","-","1,301.50","-3.69","",
"特選大蘋果報酬反向一倍指數","3,652.59","+","66.22","1.85","",
"特選價值成長報酬指數","13,677.81","-","64.13","-0.47","",
"臺灣上櫃永續報酬指數","8,806.93","-","164.53","-1.83","",
"特選台股領航報酬指數","14,087.02","-","226.78","-1.58","",
"特選Smart多因子報酬指數","10,619.44","-","143.22","-1.33","",
"特選ESG高股息報酬指數","9,346.58","-","71.26","-0.76","",
"特選上櫃ESG成長報酬指數","5,680.67","-","114.53","-1.98","",
"特選上櫃ESG電子菁英報酬指數","5,908.09","-","128.02","-2.12","",
"臺灣優息存股報酬指數","6,443.03","-","20.89","-0.32","",
"特選上櫃ESG永續高股息報酬指數","7,929.27","-","173.74","-2.14","",
"特選臺灣金融高股息存股報酬指數","7,578.29","+","15.75","0.21","",
"特選臺灣產業龍頭存股等權重報酬指數","7,379.22","-","48.70","-0.66","",
"上櫃ESG 30報酬指數","6,954.77","-","122.65","-1.73","",
"臺灣ESG低碳50報酬指數","8,304.50","-","125.52","-1.49","",
"臺灣創新板報酬指數","8,975.38","-","161.94","-1.77","",
"特選上櫃ESG龍頭報酬指數","6,345.81","-","103.82","-1.61","",
"漲升股利精選高息50報酬指數","6,140.97","-","30.05","-0.49","",
"臺灣市值動能50報酬指數","4,815.37","-","86.82","-1.77","",
"臺灣護城河概念優選50報酬指數","4,857.00","-","73.56","-1.49","",
"114年03月27日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","250,030,791,415","2,715,680,924","1,943,758",
"2.台灣存託憑證","89,995,005","12,842,581","3,579",
"3.受益憑證","0","0","0",
"4.ETF","27,444,013,824","1,133,760,807","522,055",
"5.受益證券","14,199,360","985,000","177",
"6.變更交易股票","198,736,899","16,977,628","6,681",
"7.認購(售)權證","1,526,345,970","1,724,350,000","52,782",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","2,274,070","207,000","71",
"14.創新板股票","496,445,633","3,382,978","2,234",
"15.創新板-變更交易方法股票","0","0","0",
"證券合計(1+6+14+15)","250,725,973,947","2,736,041,530","1,952,673",
"總計(1~15)","279,802,802,176","5,608,186,918","2,531,337",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","2,507(6)","195(5)",
"下跌(跌停)","6,839(110)","744(0)",
"持平","433","76",
"未成交","22,209","4",
"無比價","3,726","20",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"114年03月27日 每日收盤行情(全部(不含權證、牛熊證))"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","20,131,926","55,820","3,638,675,995","181.50","181.60","180.45","181.00","-","3.50","180.95","1","181.00","13","0.00",
="0051","元大中型100","52,483","345","4,001,388","76.25","76.35","76.00","76.35","-","0.30","76.10","3","76.35","1","0.00",
="0052","富邦科技","557,591","3,186","99,438,379","179.05","179.10","177.95","178.20","-","4.40","178.15","1","178.20","39","0.00",
="0053","元大電子","9,800","132","944,586","97.00","97.00","96.05","96.45","-","1.95","96.05","1","96.20","1","0.00",
="0055","元大MSCI金融","97,544","600","2,798,627","28.75","28.75","28.62","28.74","-","0.06","28.74","16","28.75","1","0.00",
="0056","元大高股息","60,906,168","42,064","2,195,197,762","36.15","36.16","36.00","36.07","-","0.28","36.07","56","36.08","26","0.00",
="0057","富邦摩台","17,914","89","2,417,841","134.85","135.35","134.85","135.00","-","2.45","134.80","1","135.20","5","0.00",
="0061","元大寶滬深","210,366","190","4,165,038","19.68","19.90","19.65","19.81","+","0.08","19.72","56","19.81","43","0.00",
="006203","元大MSCI台灣","4,183","101","353,731","84.65","84.65","84.50","84.50","-","1.45","84.00","1","84.25","1","0.00",
="006204","永豐臺灣加權","2,088","107","229,847","110.35","110.35","110.35","110.35","-","1.60","109.85","51","110.30","1","0.00",
="006205","富邦上証","189,819","804","6,429,367","33.72","34.05","33.69","33.87","+","0.06","33.86","2","33.88","1","0.00",
="006206","元大上證50","235,778","151","7,622,312","32.29","32.50","32.15","32.38","+","0.13","32.38","1","32.39","99","0.00",
="006207","復華滬深","117,204","105","3,029,430","25.81","26.00","25.81","25.85","+","0.04","25.81","108","25.84","1","0.00",
="006208","富邦台50","11,586,060","36,054","1,231,623,615","106.50","106.65","106.10","106.25","-","2.15","106.20","142","106.25","189","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","7.46","5","7.51","5","0.00",
="00631L","元大台灣50正2","6,517,550","9,748","1,391,194,450","214.05","214.65","212.50","213.30","-","7.40","213.30","78","213.35","1","0.00",
="00632R","元大台灣50反1","25,960,484","5,308","623,261,958","23.95","24.07","23.95","24.00","+","0.38","24.00","127","24.01","263","0.00",
="00633L","富邦上証正2","6,253,091","1,018","252,909,697","40.11","40.99","39.94","40.42","+","0.34","40.42","105","40.46","1","0.00",
="00634R","富邦上証反1","42,000","10","166,740","3.99","3.99","3.96","3.97","-","0.02","3.96","506","3.97","199","0.00",
="00635U","期元大S&P黃金","1,276,674","577","43,650,719","34.08","34.26","34.08","34.25","+","0.23","34.24","3","34.25","54","0.00",
="00636","國泰中國A50","1,306,164","645","30,889,886","23.57","23.82","23.52","23.64","+","0.07","23.64","125","23.66","12","0.00",
="00636K","國泰中國A50+U","200","2","1,438","7.19","7.19","7.19","7.19","+","0.04","7.14","10","7.19","2","0.00",
="00637L","元大滬深300正2","55,017,140","6,094","905,318,953","16.30","16.68","16.25","16.44","+","0.16","16.44","738","16.45","35","0.00",
="00638R","元大滬深300反1","266,220","42","2,249,902","8.48","8.49","8.40","8.43","-","0.04","8.42","5","8.43","13","0.00",
="00639","富邦深100","648,727","926","7,914,219","12.18","12.30","12.12","12.24","+","0.06","12.23","106","12.24","48","0.00",
="00640L","富邦日本正2","472,708","114","26,094,235","55.25","55.40","54.80","55.30","-","0.85","55.30","5","55.35","5","0.00",
="00641R","富邦日本反1","2,124,191","106","12,629,708","5.94","5.96","5.93","5.95","+","0.05","5.94","1","5.95","652","0.00",
="00642U","期元大S&P石油","3,732,416","842","63,272,896","16.96","16.97","16.94","16.94","+","0.14","16.94","58","16.95","538","0.00",
="00643","群益深証中小","2,115,936","185","29,146,896","13.71","13.86","13.64","13.79","+","0.09","13.78","148","13.79","19","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.06","2","3.09","1","0.00",
="00645","富邦日本","1,325,907","852","51,167,957","38.62","38.65","38.48","38.58","-","0.32","38.58","174","38.59","13","0.00",
="00646","元大S&P500","2,266,336","2,489","133,993,254","59.10","59.25","59.00","59.15","-","0.65","59.15","269","59.20","6","0.00",
="00647L","元大S&P500正2","333,367","246","30,008,785","90.00","90.45","89.85","90.35","-","1.85","90.35","62","90.40","2","0.00",
="00648R","元大S&P500反1","1,502,960","117","8,145,757","5.42","5.43","5.41","5.41","+","0.05","5.41","213","5.42","577","0.00",
="00650L","復華香港正2","19,878,718","2,540","331,106,614","16.38","16.98","16.33","16.68","+","0.39","16.68","8","16.69","17","0.00",
="00651R","復華香港反1","3,101,140","216","19,471,465","6.33","6.34","6.23","6.28","-","0.05","6.26","302","6.28","191","0.00",
="00652","富邦印度","343,497","898","12,753,413","37.39","37.39","37.03","37.23","-","0.25","37.23","23","37.26","1","0.00",
="00653L","富邦印度正2","310,000","218","16,787,546","53.70","54.75","53.70","54.45","-","0.60","54.45","81","54.50","7","0.00",
="00654R","富邦印度反1","1,128,970","127","7,732,545","6.84","6.87","6.83","6.83","+","0.03","6.83","49","6.85","92","0.00",
="00655L","國泰中國A50正2","5,200,750","676","141,469,780","26.93","27.55","26.85","27.22","+","0.23","27.20","2","27.22","160","0.00",
="00656R","國泰中國A50反1","69,010","15","512,915","7.45","7.45","7.39","7.43","-","0.02","7.41","500","7.43","449","0.00",
="00657","國泰日經225","325,627","166","14,477,685","44.47","44.53","44.42","44.43","-","0.66","44.46","101","44.48","3","0.00",
="00657K","國泰日經225+U","200","2","2,708","13.54","13.54","13.54","13.54","-","0.08","13.41","4","13.58","2","0.00",
="00660","元大歐洲50","28,414","69","1,111,886","39.19","39.25","39.06","39.24","-","0.67","39.16","1","39.24","19","0.00",
="00661","元大日經225","72,080","108","3,498,566","48.68","48.68","48.42","48.52","-","0.72","48.50","87","48.56","72","0.00",
="00662","富邦NASDAQ","2,233,567","2,290","189,483,276","84.80","84.95","84.70","84.80","-","1.55","84.80","125","84.85","4","0.00",
="00663L","國泰臺灣加權正2","28,529","54","5,567,826","195.50","196.10","194.05","194.70","-","7.10","194.80","15","195.00","1","0.00",
="00664R","國泰臺灣加權反1","28,507,237","1,547","110,485,587","3.87","3.89","3.86","3.87","+","0.06","3.87","1,668","3.88","976","0.00",
="00665L","富邦琤肭磪囓2","54,827,354","5,836","644,407,204","11.54","11.98","11.47","11.78","+","0.28","11.77","62","11.78","2,488","0.00",
="00666R","富邦琤肭磪齯1","1,437,679","140","14,509,132","10.17","10.23","10.01","10.10","-","0.09","10.07","115","10.10","92","0.00",
="00668","國泰美國道瓊","309,855","182","15,796,141","50.90","51.15","50.90","51.05","-","0.05","51.05","11","51.10","10","0.00",
="00668K","國泰美國道瓊+U","200","2","3,090","15.45","15.45","15.45","15.45","-","0.04","--","0","--","0","0.00",
="00669R","國泰美國道瓊反1","1,250,110","133","8,497,848","6.81","6.81","6.78","6.79","+","0.03","6.78","981","6.79","515","0.00",
="00670L","富邦NASDAQ正2","1,498,928","1,497","172,350,905","114.80","115.50","114.65","115.40","-","3.90","115.35","42","115.40","154","0.00",
="00671R","富邦NASDAQ反1","9,209,253","492","34,291,561","3.73","3.73","3.71","3.73","+","0.07","3.72","464","3.73","3,095","0.00",
="00673R","期元大S&P原油反1","11,672,054","1,029","83,599,031","7.16","7.17","7.15","7.17","-","0.05","7.16","5,674","7.17","2,910","0.00",
