"114年05月06日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","23,133.69","+","6.44","0.03","",
"發行量加權股價指數","20,522.59","-","10.40","-0.05","",
"臺灣公司治理100指數","12,259.52","-","51.87","-0.42","",
"臺灣50指數","17,145.31","-","101.82","-0.59","",
"臺灣50權重上限30%指數","14,884.08","+","31.70","0.21","",
"臺灣中型100指數","17,547.38","+","168.12","0.97","",
"臺灣資訊科技指數","33,633.71","-","307.81","-0.91","",
"臺灣發達指數","9,351.81","+","88.72","0.96","",
"臺灣高股息指數","8,887.28","+","113.57","1.29","",
"臺灣就業99指數","12,273.71","+","126.55","1.04","",
"臺灣高薪100指數","11,136.01","+","89.22","0.81","",
"未含金融指數","17,781.74","-","37.16","-0.21","",
"未含電子指數","18,220.97","+","173.82","0.96","",
"未含金融電子指數","13,610.83","+","111.20","0.82","",
"小型股300指數","10,066.32","+","74.42","0.74","",
"水泥窯製類指數","578.49","+","0.73","0.13","",
"塑膠化工類指數","575.19","+","0.94","0.16","",
"機電類指數","6,170.81","-","28.36","-0.46","",
"水泥類指數","153.82","+","0.04","0.03","",
"食品類指數","2,129.57","-","3.68","-0.17","",
"塑膠類指數","106.96","+","0.19","0.18","",
"紡織纖維類指數","543.26","+","1.24","0.23","",
"電機機械類指數","354.63","+","4.34","1.24","",
"電器電纜類指數","81.67","+","0.58","0.72","",
"化學生技醫療類指數","123.88","-","0.07","-0.06","",
"化學類指數","151.86","-","0.32","-0.21","",
"生技醫療類指數","68.06","+","0.02","0.03","",
"玻璃陶瓷類指數","42.38","+","0.37","0.88","",
"造紙類指數","262.22","+","0.40","0.15","",
"鋼鐵類指數","124.98","+","2.09","1.70","",
"橡膠類指數","264.56","+","2.54","0.97","",
"汽車類指數","359.42","+","8.87","2.53","",
"電子工業類指數","1,107.48","-","5.60","-0.50","",
"半導體類指數","564.78","-","8.57","-1.49","",
"電腦及週邊設備類指數","243.75","+","5.75","2.42","",
"光電類指數","33.73","+","0.04","0.12","",
"通信網路類指數","161.48","+","1.82","1.14","",
"電子零組件類指數","202.79","+","2.13","1.06","",
"電子通路類指數","235.73","+","1.75","0.75","",
"資訊服務類指數","222.85","+","5.33","2.45","",
"其他電子類指數","140.15","+","2.25","1.63","",
"建材營造類指數","526.62","-","4.91","-0.92","",
"航運類指數","195.86","+","4.32","2.26","",
"觀光餐旅類指數","116.73","+","0.46","0.40","",
"金融保險類指數","2,005.33","+","23.98","1.21","",
"貿易百貨類指數","263.26","+","1.22","0.47","",
"油電燃氣類指數","56.06","-","0.35","-0.62","",
"綠能環保類指數","101.02","+","0.50","0.50","",
"數位雲端類指數","56.09","+","0.74","1.34","",
"運動休閒類指數","79.81","+","0.75","0.95","",
"居家生活類指數","112.92","+","1.51","1.36","",
"其他類指數","293.38","+","3.38","1.17","",
"臺指日報酬兩倍指數","47,799.25","-","48.47","-0.10","",
"臺指反向一倍指數","3,026.19","+","1.53","0.05","",
"電子類兩倍槓桿指數","58,503.91","-","594.66","-1.01","",
"電子類反向指數","2,253.21","+","11.28","0.50","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","3,435.50","+","3.41","0.10","",
"臺灣中小型公司治理指數","9,024.66","+","40.36","0.45","",
"臺灣IPO指數","4,976.98","+","40.58","0.82","",
"智慧中立指數","3,853.42","+","33.19","0.87","",
"臺灣5G指數","10,399.08","-","14.34","-0.14","",
"臺灣企業社會責任中小型指數","10,436.37","+","96.44","0.93","",
"特選臺灣電動車代表指數","9,022.75","+","91.73","1.03","",
"臺灣科技龍頭通訊指數","9,071.19","+","11.59","0.13","",
"臺灣全市場指數","7,093.35","+","10.68","0.15","",
"臺灣全市場半導體指數","6,883.82","-","25.05","-0.36","",
"臺灣智慧移動與電動車指數","5,197.89","+","45.04","0.87","",
"特選小資高價30指數","7,110.60","+","26.00","0.37","",
"特選臺灣綠能及電動車指數","5,489.08","+","27.08","0.50","",
"特選臺灣智能車供應鏈聯盟指數","6,466.06","+","3.45","0.05","",
"臺灣全市場半導體精選30指數","5,409.23","-","14.53","-0.27","",
"特選臺灣高股息30指數","4,661.01","+","65.17","1.42","",
"臺灣友善環境指數","6,355.58","+","18.05","0.28","",
"台灣永續價值指數","5,794.71","+","22.96","0.40","",
"特選臺灣IC設計指數","4,028.43","+","6.17","0.15","",
"特選臺灣環境永續高股息指數","6,462.40","+","43.07","0.67","",
"臺灣友善環境50指數","5,297.78","+","14.16","0.27","",
"特選臺灣IC設計產業代表指數","5,202.67","+","8.45","0.16","",
"特選臺灣綠能指數","4,724.55","+","15.49","0.33","",
"特選臺灣智慧50指數","4,904.24","+","2.11","0.04","",
"臺灣晶圓製造指數","5,475.86","-","16.35","-0.30","",
"臺灣精選高息指數","5,206.50","+","44.38","0.86","",
"臺灣多因子優選高股息30指數","8,032.44","+","134.63","1.70","",
"特選臺灣優利高填息30指數","6,988.03","+","75.19","1.09","",
"特選臺灣科技優息指數","8,173.26","+","49.62","0.61","",
"臺灣半導體收益指數","6,075.26","-","5.38","-0.09","",
"臺灣優選成長高股息指數","6,861.04","+","57.61","0.85","",
"特選臺灣ESG低碳高息40指數","7,634.06","+","77.09","1.02","",
"臺灣優選多因子30指數","8,146.34","+","94.81","1.18","",
"臺灣創新科技50指數","6,785.06","-","5.93","-0.09","",
"臺灣全市場新經濟產業指數","4,254.15","+","38.45","0.91","",
"臺灣ESG永續高股息等權重指數","5,519.23","+","21.31","0.39","",
"臺灣永續高息中小型指數","5,100.36","+","38.75","0.77","",
"特選臺灣高息優質成長指數","5,604.11","+","21.44","0.38","",
"特選臺灣高息動能指數","6,348.05","+","78.42","1.25","",
"臺灣電子成長高息等權重指數","5,252.57","+","28.86","0.55","",
"特選臺灣優利成長指數","4,602.44","+","30.20","0.66","",
"臺灣價值高息指數","5,169.91","+","63.76","1.25","",
"特選臺灣IC設計動能指數","4,227.84","+","14.26","0.34","",
"臺灣科技高股息指數","4,749.46","+","34.54","0.73","",
"臺灣趨勢動能高股息指數","5,446.82","+","17.18","0.32","",
"特選臺灣科技高息成長指數","4,870.34","+","21.05","0.43","",
"特選臺灣AI優息動能指數","4,356.16","+","60.33","1.40","",
"臺灣優選AI 50指數","4,302.84","+","38.63","0.91","",
"臺灣AI供應鏈聯盟指數","4,954.85","+","84.14","1.73","",
"台灣旗艦動能50指數","4,841.82","+","30.20","0.63","",
"價格指數(臺灣指數公司)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"金融類日報酬兩倍指數","41,671.45","+","984.85","2.42","",
"金融類日報酬反向一倍指數","3,578.38","-","43.84","-1.21","",
"漲升股利150指數","9,102.60","+","38.63","0.43","",
"藍籌30指數","10,012.42","-","40.13","-0.40","",
"工業菁英30指數","10,211.26","-","19.92","-0.19","",
"低波動股利精選30指數","8,500.01","+","114.65","1.37","",
"中小型A級動能50指數","17,574.03","+","178.49","1.03","",
"特選高息低波指數","9,847.70","+","73.30","0.75","",
"臺灣永續指數","10,886.73","+","29.08","0.27","",
"存股雙十等權重指數","9,135.26","+","76.67","0.85","",
"特選大蘋果指數","9,835.79","+","130.85","1.35","",
"中小型300指數","10,352.55","+","92.49","0.90","",
"微波高息精選20指數","8,613.25","+","88.52","1.04","",
"特選世代行動通訊指數","8,758.80","+","110.72","1.28","",
"智慧投資多因子30指數","7,624.99","+","55.01","0.73","",
"臺股期貨指數","11,016.55","-","36.29","-0.33","",
"特選價值成長指數","9,413.07","+","142.41","1.54","",
"臺灣上櫃永續指數","6,544.52","+","43.71","0.67","",
"特選台股領航指數","10,360.57","+","5.00","0.05","",
"特選Smart多因子指數","8,359.83","+","3.61","0.04","",
"特選ESG高股息指數","6,614.17","+","48.55","0.74","",
"特選上櫃ESG成長指數","4,595.22","+","42.61","0.94","",
"臺灣優息存股指數","5,080.28","+","81.74","1.64","",
"特選上櫃ESG永續高股息指數","6,262.43","-","7.97","-0.13","",
"特選臺灣金融高股息存股指數","6,460.26","+","86.24","1.35","",
"特選臺灣產業龍頭存股等權重指數","6,370.09","+","53.95","0.85","",
"上櫃ESG 30指數","5,645.51","+","18.51","0.33","",
"臺灣ESG低碳50指數","7,225.39","+","2.23","0.03","",
"臺灣創新板指數","7,490.35","+","76.26","1.03","",
"特選上櫃ESG龍頭指數","5,372.66","+","11.29","0.21","",
"臺灣市值動能50指數","4,484.71","+","6.97","0.16","",
"臺灣淨零轉型ESG 50指數","--","","--","--","",
"臺灣護城河概念優選50指數","4,558.81","+","5.71","0.13","",
"特選臺灣中小型精選動能100指數","4,300.67","+","27.97","0.65","",
"報酬指數(臺灣證券交易所)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價報酬指數","34,500.44","+","9.60","0.03","",
"發行量加權股價報酬指數","45,495.58","-","23.05","-0.05","",
"臺灣公司治理100報酬指數","17,995.24","-","76.15","-0.42","",
"臺灣50報酬指數","38,277.42","-","227.31","-0.59","",
"臺灣50權重上限30%報酬指數","33,834.62","+","72.05","0.21","",
"臺灣中型100報酬指數","36,386.70","+","348.62","0.97","",
"臺灣資訊科技股報酬指數","70,314.58","-","643.52","-0.91","",
"臺灣發達報酬指數","19,430.70","+","184.33","0.96","",
"臺灣高股息報酬指數","26,849.55","+","343.12","1.29","",
"臺灣就業99報酬指數","20,494.91","+","211.32","1.04","",
"臺灣高薪100報酬指數","17,947.21","+","143.79","0.81","",
"未含金融電子報酬指數","31,263.11","+","255.43","0.82","",
"小型股300報酬指數","14,273.72","+","105.51","0.74","",
"水泥類報酬指數","326.33","+","0.09","0.03","",
"食品類報酬指數","3,559.82","-","6.15","-0.17","",
"塑膠類報酬指數","207.16","+","0.37","0.18","",
"紡織纖維類報酬指數","959.85","+","2.18","0.23","",
"電機機械類報酬指數","557.14","+","6.81","1.24","",
"電器電纜類報酬指數","135.36","+","0.95","0.71","",
"化學生技醫療類報酬指數","205.63","-","0.11","-0.05","",
"化學類報酬指數","276.16","-","0.58","-0.21","",
"生技醫療類報酬指數","100.13","+","0.04","0.04","",
"玻璃陶瓷類報酬指數","53.94","+","0.47","0.88","",
"造紙類報酬指數","425.07","+","0.66","0.16","",
"鋼鐵類報酬指數","226.69","+","3.78","1.70","",
"橡膠類報酬指數","451.16","+","4.34","0.97","",
"汽車類報酬指數","605.15","+","14.93","2.53","",
"電子工業類報酬指數","2,216.03","-","11.20","-0.50","",
"半導體類報酬指數","1,056.71","-","16.04","-1.50","",
"電腦及週邊設備類報酬指數","577.58","+","13.64","2.42","",
"光電類報酬指數","52.89","+","0.07","0.13","",
"通信網路類報酬指數","362.88","+","4.11","1.15","",
"電子零組件類報酬指數","399.95","+","4.19","1.06","",
"電子通路類報酬指數","629.96","+","4.68","0.75","",
"資訊服務類報酬指數","568.29","+","13.59","2.45","",
"其他電子類報酬指數","244.09","+","3.91","1.63","",
"建材營造類報酬指數","1,139.69","-","10.62","-0.92","",
"航運類報酬指數","390.64","+","8.60","2.25","",
"觀光餐旅類報酬指數","173.21","+","0.68","0.39","",
"金融保險類報酬指數","3,688.91","+","44.10","1.21","",
"貿易百貨類報酬指數","437.01","+","2.03","0.47","",
"油電燃氣類報酬指數","92.91","-","0.57","-0.61","",
"綠能環保類報酬指數","106.78","+","0.53","0.50","",
"數位雲端類報酬指數","58.24","+","0.77","1.34","",
"運動休閒類報酬指數","85.27","+","0.81","0.96","",
"居家生活類報酬指數","124.31","+","1.66","1.35","",
"其他類報酬指數","532.86","+","6.15","1.17","",
"報酬指數(跨市場)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","3,934.28","+","3.89","0.10","",
"臺灣中小型公司治理報酬指數","12,659.96","+","56.61","0.45","",
"臺灣IPO報酬指數","6,065.79","+","49.45","0.82","",
"智慧中立報酬指數","5,012.46","+","43.17","0.87","",
"加權指數掩護性臺指買權價外5%報酬指數","8,973.88","+","18.10","0.20","",
"臺灣5G報酬指數","12,668.50","-","17.46","-0.14","",
"臺灣企業社會責任中小型報酬指數","13,230.11","+","122.25","0.93","",
"特選臺灣電動車代表報酬指數","10,795.93","+","109.76","1.03","",
"臺灣科技龍頭通訊報酬指數","10,657.58","+","13.63","0.13","",
"臺灣全市場報酬指數","8,147.38","+","12.27","0.15","",
"臺灣全市場半導體報酬指數","8,051.20","-","29.29","-0.36","",
"臺灣智慧移動與電動車報酬指數","6,087.58","+","52.75","0.87","",
"特選小資高價30報酬指數","8,074.41","+","29.52","0.37","",
"特選臺灣綠能及電動車報酬指數","6,379.14","+","31.47","0.50","",
"特選臺灣智能車供應鏈聯盟報酬指數","7,480.08","+","3.99","0.05","",
"臺灣全市場半導體精選30報酬指數","6,209.67","-","16.68","-0.27","",
"特選臺灣高股息30報酬指數","6,417.55","+","89.73","1.42","",
"臺灣友善環境報酬指數","7,272.83","+","20.65","0.28","",
"台灣永續價值報酬指數","6,433.96","+","25.48","0.40","",
"特選臺灣IC設計報酬指數","4,741.91","+","7.26","0.15","",
"特選臺灣環境永續高股息報酬指數","8,785.85","+","58.56","0.67","",
"臺灣友善環境50報酬指數","6,065.07","+","16.20","0.27","",
"特選臺灣IC設計產業代表報酬指數","6,134.26","+","9.97","0.16","",
"特選臺灣綠能報酬指數","5,267.77","+","17.26","0.33","",
"特選臺灣智慧50報酬指數","5,692.32","+","2.45","0.04","",
"臺灣晶圓製造報酬指數","6,249.62","-","18.67","-0.30","",
"臺灣精選高息報酬指數","7,110.61","+","60.61","0.86","",
"臺灣多因子優選高股息30報酬指數","9,642.47","+","161.61","1.70","",
"特選臺灣優利高填息30報酬指數","8,700.41","+","93.62","1.09","",
"特選臺灣科技優息報酬指數","9,135.65","+","55.46","0.61","",
"臺灣半導體收益報酬指數","6,727.56","-","5.96","-0.09","",
"臺灣優選成長高股息報酬指數","7,586.25","+","63.70","0.85","",
"特選臺灣ESG低碳高息40報酬指數","8,467.41","+","85.49","1.02","",
