"114年02月07日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"寶島股價指數","26,485.07","+","193.32","0.74","",
"發行量加權股價指數","23,478.27","+","161.67","0.69","",
"臺灣公司治理100指數","14,115.03","+","92.22","0.66","",
"臺灣50指數","20,013.86","+","150.99","0.76","",
"臺灣50權重上限30%指數","16,846.40","+","111.65","0.67","",
"臺灣中型100指數","19,424.22","+","171.54","0.89","",
"臺灣資訊科技指數","40,248.94","+","449.14","1.13","",
"臺灣發達指數","9,870.86","-","11.56","-0.12","",
"臺灣高股息指數","9,350.42","+","23.63","0.25","",
"臺灣就業99指數","13,477.67","+","13.80","0.10","",
"臺灣高薪100指數","12,002.10","+","17.19","0.14","",
"未含金融指數","20,524.60","+","168.91","0.83","",
"未含電子指數","19,200.87","-","80.41","-0.42","",
"未含金融電子指數","14,267.68","-","56.45","-0.39","",
"小型股300指數","11,286.57","+","40.81","0.36","",
"水泥窯製類指數","575.25","-","3.56","-0.62","",
"塑膠化工類指數","611.14","-","3.62","-0.59","",
"機電類指數","7,299.17","+","79.83","1.11","",
"水泥類指數","149.92","-","0.85","-0.56","",
"食品類指數","2,106.82","-","8.79","-0.42","",
"塑膠類指數","103.23","-","2.64","-2.49","",
"紡織纖維類指數","606.63","-","1.64","-0.27","",
"電機機械類指數","398.37","-","1.35","-0.34","",
"電器電纜類指數","87.88","-","0.48","-0.54","",
"化學生技醫療類指數","140.77","+","0.90","0.64","",
"化學類指數","160.22","-","0.70","-0.43","",
"生技醫療類指數","80.54","+","0.96","1.21","",
"玻璃陶瓷類指數","48.61","-","0.47","-0.96","",
"造紙類指數","281.22","-","2.08","-0.73","",
"鋼鐵類指數","121.24","-","1.11","-0.91","",
"橡膠類指數","272.81","-","2.84","-1.03","",
"汽車類指數","379.22","+","4.07","1.08","",
"電子工業類指數","1,312.12","+","14.87","1.15","",
"半導體類指數","683.92","+","6.41","0.95","",
"電腦及週邊設備類指數","268.78","+","5.12","1.94","",
"光電類指數","40.69","+","0.13","0.32","",
"通信網路類指數","171.07","+","0.57","0.33","",
"電子零組件類指數","238.43","+","4.13","1.76","",
"電子通路類指數","242.78","-","0.60","-0.25","",
"資訊服務類指數","248.24","+","14.11","6.03","",
"其他電子類指數","165.80","+","3.85","2.38","",
"建材營造類指數","537.30","-","3.21","-0.59","",
"航運類指數","191.92","-","1.12","-0.58","",
"觀光餐旅類指數","119.21","+","0.69","0.58","",
"金融保險類指數","2,132.74","-","9.78","-0.46","",
"貿易百貨類指數","277.02","-","0.85","-0.31","",
"油電燃氣類指數","51.12","-","0.67","-1.29","",
"綠能環保類指數","108.09","-","0.60","-0.55","",
"數位雲端類指數","65.65","+","0.54","0.83","",
"運動休閒類指數","97.78","-","0.50","-0.51","",
"居家生活類指數","129.95","-","1.81","-1.37","",
"其他類指數","324.40","+","0.16","0.05","",
"臺指日報酬兩倍指數","64,838.19","+","886.84","1.39","",
"臺指反向一倍指數","2,738.25","-","19.12","-0.69","",
"電子類兩倍槓桿指數","85,680.85","+","1,920.25","2.29","",
"電子類反向指數","1,982.23","-","22.99","-1.15","",
"價格指數(跨市場)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技指數","4,056.10","-","5.10","-0.13","",
"臺灣中小型公司治理指數","10,388.66","+","130.97","1.28","",
"臺灣IPO指數","6,179.94","+","153.30","2.54","",
"智慧中立指數","3,673.10","-","14.28","-0.39","",
"臺灣5G指數","11,817.30","+","56.09","0.48","",
"臺灣企業社會責任中小型指數","11,767.61","+","15.50","0.13","",
"特選臺灣電動車代表指數","9,917.59","+","43.13","0.44","",
"臺灣科技龍頭通訊指數","10,429.73","+","114.37","1.11","",
"臺灣全市場指數","8,108.71","+","59.72","0.74","",
"臺灣全市場半導體指數","8,135.33","+","91.43","1.14","",
"臺灣智慧移動與電動車指數","5,796.23","+","54.30","0.95","",
"特選小資高價30指數","8,454.31","+","129.20","1.55","",
"特選臺灣綠能及電動車指數","6,053.85","+","27.99","0.46","",
"特選臺灣智能車供應鏈聯盟指數","7,508.82","+","79.49","1.07","",
"臺灣全市場半導體精選30指數","6,363.18","+","82.00","1.31","",
"特選臺灣高股息30指數","5,011.80","+","3.73","0.07","",
"臺灣友善環境指數","7,180.42","+","35.00","0.49","",
"台灣永續價值指數","6,530.20","+","37.89","0.58","",
"特選臺灣IC設計指數","4,819.03","+","136.07","2.91","",
"特選臺灣環境永續高股息指數","6,810.08","+","2.87","0.04","",
